CMDLINE /Users/sghelichkhani/Workplace/firedrake-2025-01-23/bin/python3 adjoint.py
MEM 606.593750 1739142583.0895
MEM 606.656250 1739142583.1946
MEM 608.312500 1739142583.2997
MEM 608.343750 1739142583.4049
MEM 608.375000 1739142583.5101
MEM 608.500000 1739142583.6152
MEM 608.500000 1739142583.7203
MEM 608.671875 1739142583.8250
MEM 608.640625 1739142583.9302
MEM 608.640625 1739142584.0353
MEM 608.640625 1739142584.1405
MEM 608.640625 1739142584.2410
MEM 608.671875 1739142584.3462
MEM 608.718750 1739142584.4513
MEM 608.906250 1739142584.5536
MEM 608.937500 1739142584.6588
MEM 608.968750 1739142584.7639
MEM 608.968750 1739142584.8662
MEM 608.968750 1739142584.9712
MEM 609.000000 1739142585.0765
MEM 609.000000 1739142585.1781
MEM 608.968750 1739142585.2791
MEM 608.968750 1739142585.3843
MEM 608.968750 1739142585.4895
MEM 608.968750 1739142585.5946
MEM 609.046875 1739142585.6960
MEM 610.140625 1739142585.8011
MEM 610.609375 1739142585.9061
MEM 610.890625 1739142586.0113
MEM 612.296875 1739142586.1128
MEM 613.140625 1739142586.2180
MEM 613.593750 1739142586.3220
MEM 613.656250 1739142586.4271
MEM 613.968750 1739142586.5322
MEM 614.234375 1739142586.6373
MEM 614.984375 1739142586.7409
MEM 615.406250 1739142586.8460
MEM 615.656250 1739142586.9511
MEM 616.343750 1739142587.0561
MEM 617.875000 1739142587.1568
MEM 618.625000 1739142587.2620
MEM 618.625000 1739142587.3673
MEM 618.687500 1739142587.4724
MEM 618.937500 1739142587.5775
MEM 619.484375 1739142587.6826
MEM 619.984375 1739142587.7834
MEM 620.093750 1739142587.8885
MEM 620.531250 1739142587.9929
MEM 620.750000 1739142588.0979
MEM 621.468750 1739142588.2031
MEM 621.921875 1739142588.3082
MEM 622.078125 1739142588.4133
MEM 622.515625 1739142588.5167
MEM 622.843750 1739142588.6218
MEM 623.125000 1739142588.7269
MEM 625.625000 1739142588.8320
MEM 626.140625 1739142588.9372
MEM 626.421875 1739142589.0423
MEM 626.718750 1739142589.1446
MEM 626.750000 1739142589.2480
MEM 626.687500 1739142589.3492
MEM 626.687500 1739142589.4544
MEM 626.687500 1739142589.5582
MEM 626.562500 1739142589.6634
MEM 626.359375 1739142589.7685
MEM 626.359375 1739142589.8737
MEM 626.328125 1739142589.9789
MEM 626.375000 1739142590.0804
MEM 626.484375 1739142590.1856
MEM 627.015625 1739142590.2907
MEM 626.937500 1739142590.3958
MEM 626.937500 1739142590.5010
MEM 626.906250 1739142590.6050
MEM 626.781250 1739142590.7088
MEM 626.593750 1739142590.8140
MEM 626.562500 1739142590.9192
MEM 626.562500 1739142591.0243
MEM 626.562500 1739142591.1295
MEM 626.468750 1739142591.2326
MEM 626.250000 1739142591.3377
MEM 626.250000 1739142591.4429
MEM 626.250000 1739142591.5481
MEM 626.218750 1739142591.6532
MEM 626.125000 1739142591.7584
MEM 626.031250 1739142591.8617
MEM 625.906250 1739142591.9668
MEM 625.906250 1739142592.0720
MEM 625.906250 1739142592.1729
MEM 625.875000 1739142592.2781
MEM 625.875000 1739142592.3788
MEM 625.843750 1739142592.4833
MEM 625.843750 1739142592.5885
MEM 625.953125 1739142592.6937
MEM 626.421875 1739142592.7966
MEM 626.687500 1739142592.9017
MEM 626.921875 1739142593.0068
MEM 626.921875 1739142593.1100
MEM 626.812500 1739142593.2152
MEM 626.593750 1739142593.3180
MEM 626.593750 1739142593.4232
MEM 626.593750 1739142593.5284
MEM 626.609375 1739142593.6335
MEM 626.609375 1739142593.7387
MEM 626.609375 1739142593.8438
MEM 626.609375 1739142593.9490
MEM 626.609375 1739142594.0499
MEM 626.609375 1739142594.1551
MEM 626.609375 1739142594.2602
MEM 626.609375 1739142594.3632
MEM 626.609375 1739142594.4685
MEM 626.609375 1739142594.5736
MEM 626.609375 1739142594.6766
MEM 626.609375 1739142594.7817
MEM 626.609375 1739142594.8869
MEM 626.609375 1739142594.9920
MEM 626.609375 1739142595.0972
MEM 626.609375 1739142595.1986
MEM 626.671875 1739142595.3032
MEM 626.734375 1739142595.4084
MEM 626.734375 1739142595.5135
MEM 626.734375 1739142595.6176
MEM 626.812500 1739142595.7227
MEM 626.703125 1739142595.8268
MEM 626.671875 1739142595.9320
MEM 626.671875 1739142596.0372
MEM 626.640625 1739142596.1424
MEM 626.640625 1739142596.2470
MEM 626.703125 1739142596.3489
MEM 626.734375 1739142596.4541
MEM 626.734375 1739142596.5592
MEM 626.734375 1739142596.6644
MEM 626.750000 1739142596.7663
MEM 626.765625 1739142596.8714
MEM 626.812500 1739142596.9765
MEM 626.812500 1739142597.0817
MEM 626.812500 1739142597.1869
MEM 626.812500 1739142597.2921
MEM 626.890625 1739142597.3972
MEM 627.671875 1739142597.5024
MEM 627.671875 1739142597.6069
MEM 627.671875 1739142597.7086
MEM 627.671875 1739142597.8138
MEM 627.687500 1739142597.9189
MEM 627.734375 1739142598.0240
MEM 627.734375 1739142598.1292
MEM 627.812500 1739142598.2343
MEM 627.812500 1739142598.3395
MEM 628.078125 1739142598.4446
MEM 628.109375 1739142598.5464
MEM 628.109375 1739142598.6491
MEM 628.109375 1739142598.7498
MEM 628.109375 1739142598.8549
MEM 628.125000 1739142598.9601
MEM 628.156250 1739142599.0652
MEM 628.203125 1739142599.1704
MEM 628.281250 1739142599.2756
MEM 628.281250 1739142599.3807
MEM 628.515625 1739142599.4858
MEM 628.984375 1739142599.5909
MEM 628.984375 1739142599.6961
MEM 628.984375 1739142599.7995
MEM 628.984375 1739142599.9046
MEM 628.984375 1739142600.0098
MEM 629.015625 1739142600.1149
MEM 629.015625 1739142600.2200
MEM 629.015625 1739142600.3252
MEM 629.015625 1739142600.4303
MEM 629.093750 1739142600.5355
MEM 629.140625 1739142600.6381
MEM 629.140625 1739142600.7405
MEM 629.140625 1739142600.8457
MEM 629.140625 1739142600.9509
MEM 629.140625 1739142601.0526
MEM 629.156250 1739142601.1578
MEM 629.156250 1739142601.2629
MEM 629.156250 1739142601.3681
MEM 629.171875 1739142601.4732
MEM 629.203125 1739142601.5783
MEM 629.203125 1739142601.6835
MEM 629.203125 1739142601.7886
MEM 629.218750 1739142601.8938
MEM 629.218750 1739142601.9989
MEM 629.218750 1739142602.0997
MEM 629.296875 1739142602.2048
MEM 629.296875 1739142602.3099
MEM 629.296875 1739142602.4151
MEM 629.296875 1739142602.5203
MEM 629.312500 1739142602.6254
MEM 629.312500 1739142602.7305
MEM 629.312500 1739142602.8357
MEM 629.312500 1739142602.9408
MEM 629.312500 1739142603.0460
MEM 629.328125 1739142603.1511
MEM 629.406250 1739142603.2562
MEM 629.406250 1739142603.3614
MEM 629.406250 1739142603.4666
MEM 629.406250 1739142603.5717
MEM 629.421875 1739142603.6768
MEM 629.421875 1739142603.7820
MEM 629.421875 1739142603.8872
MEM 629.437500 1739142603.9924
MEM 629.453125 1739142604.0976
MEM 629.484375 1739142604.2000
MEM 629.531250 1739142604.3003
MEM 629.531250 1739142604.4027
MEM 629.531250 1739142604.5078
MEM 629.531250 1739142604.6130
MEM 629.593750 1739142604.7132
MEM 629.609375 1739142604.8184
MEM 629.609375 1739142604.9235
MEM 629.609375 1739142605.0287
MEM 629.609375 1739142605.1339
MEM 629.609375 1739142605.2390
MEM 629.625000 1739142605.3441
MEM 629.625000 1739142605.4493
MEM 629.625000 1739142605.5545
MEM 629.625000 1739142605.6596
MEM 629.718750 1739142605.7647
MEM 629.750000 1739142605.8662
MEM 629.750000 1739142605.9714
MEM 629.750000 1739142606.0728
MEM 629.750000 1739142606.1780
MEM 629.750000 1739142606.2831
MEM 629.765625 1739142606.3882
MEM 629.765625 1739142606.4934
MEM 629.765625 1739142606.5986
MEM 629.781250 1739142606.6995
MEM 629.843750 1739142606.8021
MEM 629.859375 1739142606.9054
MEM 629.859375 1739142607.0106
MEM 629.859375 1739142607.1158
MEM 629.875000 1739142607.2210
MEM 629.875000 1739142607.3261
MEM 629.890625 1739142607.4312
MEM 629.890625 1739142607.5364
MEM 629.890625 1739142607.6415
MEM 629.890625 1739142607.7467
MEM 629.968750 1739142607.8469
MEM 629.968750 1739142607.9521
MEM 629.968750 1739142608.0541
MEM 629.968750 1739142608.1550
MEM 629.968750 1739142608.2602
MEM 629.984375 1739142608.3653
MEM 630.031250 1739142608.4704
MEM 630.031250 1739142608.5756
MEM 630.031250 1739142608.6807
MEM 630.031250 1739142608.7859
MEM 630.125000 1739142608.8893
MEM 630.171875 1739142608.9945
MEM 630.171875 1739142609.0996
MEM 630.171875 1739142609.2048
MEM 630.171875 1739142609.3100
MEM 630.203125 1739142609.4151
MEM 630.234375 1739142609.5202
MEM 630.234375 1739142609.6254
MEM 630.234375 1739142609.7284
MEM 630.281250 1739142609.8336
MEM 630.343750 1739142609.9387
MEM 630.406250 1739142610.0438
MEM 630.406250 1739142610.1490
MEM 630.406250 1739142610.2541
MEM 630.406250 1739142610.3593
MEM 630.437500 1739142610.4645
MEM 630.468750 1739142610.5696
MEM 630.468750 1739142610.6748
MEM 630.468750 1739142610.7799
MEM 630.515625 1739142610.8851
MEM 630.546875 1739142610.9902
MEM 630.593750 1739142611.0953
MEM 630.593750 1739142611.2005
MEM 630.593750 1739142611.3057
MEM 630.593750 1739142611.4108
MEM 630.593750 1739142611.5159
MEM 630.625000 1739142611.6210
MEM 630.625000 1739142611.7262
MEM 630.625000 1739142611.8307
MEM 630.640625 1739142611.9358
MEM 630.734375 1739142612.0409
MEM 630.765625 1739142612.1461
MEM 630.765625 1739142612.2465
MEM 630.765625 1739142612.3516
MEM 630.781250 1739142612.4568
MEM 630.812500 1739142612.5619
MEM 630.875000 1739142612.6647
MEM 630.875000 1739142612.7699
MEM 630.875000 1739142612.8750
MEM 630.906250 1739142612.9802
MEM 631.046875 1739142613.0841
MEM 631.078125 1739142613.1893
MEM 631.078125 1739142613.2912
MEM 631.078125 1739142613.3964
MEM 631.093750 1739142613.5016
MEM 631.109375 1739142613.6066
MEM 631.125000 1739142613.7080
MEM 631.125000 1739142613.8131
MEM 631.125000 1739142613.9183
MEM 631.125000 1739142614.0234
MEM 631.140625 1739142614.1285
MEM 631.140625 1739142614.2336
MEM 631.140625 1739142614.3388
MEM 631.140625 1739142614.4440
MEM 631.140625 1739142614.5491
MEM 631.156250 1739142614.6541
MEM 631.156250 1739142614.7593
MEM 631.156250 1739142614.8644
MEM 631.156250 1739142614.9665
MEM 631.171875 1739142615.0717
MEM 631.203125 1739142615.1767
MEM 631.203125 1739142615.2819
MEM 631.203125 1739142615.3871
MEM 631.203125 1739142615.4922
MEM 631.203125 1739142615.5974
MEM 631.265625 1739142615.7025
MEM 631.296875 1739142615.8028
MEM 631.296875 1739142615.9080
MEM 631.296875 1739142616.0132
MEM 631.312500 1739142616.1183
MEM 631.343750 1739142616.2211
MEM 631.343750 1739142616.3263
MEM 631.343750 1739142616.4273
MEM 631.343750 1739142616.5325
MEM 631.343750 1739142616.6377
MEM 631.343750 1739142616.7428
MEM 631.343750 1739142616.8480
MEM 631.343750 1739142616.9532
MEM 631.343750 1739142617.0584
MEM 631.343750 1739142617.1635
MEM 631.343750 1739142617.2687
MEM 631.343750 1739142617.3692
MEM 631.437500 1739142617.4742
MEM 631.687500 1739142617.5794
MEM 631.890625 1739142617.6845
MEM 631.921875 1739142617.7897
MEM 631.921875 1739142617.8948
MEM 631.921875 1739142618.0000
MEM 631.968750 1739142618.1035
MEM 632.000000 1739142618.2079
MEM 632.000000 1739142618.3131
MEM 632.000000 1739142618.4182
MEM 632.000000 1739142618.5234
MEM 632.000000 1739142618.6285
MEM 632.015625 1739142618.7302
MEM 632.078125 1739142618.8353
MEM 632.265625 1739142618.9404
MEM 632.296875 1739142619.0456
MEM 632.328125 1739142619.1507
MEM 632.359375 1739142619.2559
MEM 632.359375 1739142619.3609
MEM 632.406250 1739142619.4649
MEM 632.406250 1739142619.5700
MEM 632.406250 1739142619.6752
MEM 632.406250 1739142619.7779
MEM 632.406250 1739142619.8830
MEM 632.406250 1739142619.9882
MEM 632.484375 1739142620.0933
MEM 632.515625 1739142620.1983
MEM 632.562500 1739142620.3035
MEM 632.593750 1739142620.4086
MEM 632.593750 1739142620.5138
MEM 632.593750 1739142620.6189
MEM 632.578125 1739142620.7240
MEM 632.593750 1739142620.8292
MEM 632.562500 1739142620.9343
MEM 632.562500 1739142621.0395
MEM 632.750000 1739142621.1447
MEM 632.750000 1739142621.2498
MEM 632.750000 1739142621.3549
MEM 633.546875 1739142621.4601
MEM 633.578125 1739142621.5652
MEM 633.609375 1739142621.6703
MEM 633.640625 1739142621.7754
MEM 633.640625 1739142621.8806
MEM 633.609375 1739142621.9857
MEM 633.687500 1739142622.0864
MEM 633.656250 1739142622.1916
MEM 633.656250 1739142622.2967
MEM 633.656250 1739142622.4019
MEM 633.656250 1739142622.5071
MEM 633.656250 1739142622.6122
MEM 633.703125 1739142622.7173
MEM 633.781250 1739142622.8224
MEM 633.843750 1739142622.9276
MEM 633.875000 1739142623.0327
MEM 633.875000 1739142623.1379
MEM 633.968750 1739142623.2430
MEM 634.015625 1739142623.3480
MEM 634.140625 1739142623.4500
MEM 634.109375 1739142623.5552
MEM 634.109375 1739142623.6604
MEM 634.109375 1739142623.7655
MEM 634.109375 1739142623.8707
MEM 634.125000 1739142623.9759
MEM 634.156250 1739142624.0810
MEM 634.281250 1739142624.1861
MEM 634.312500 1739142624.2912
MEM 634.343750 1739142624.3964
MEM 634.343750 1739142624.5016
MEM 634.312500 1739142624.6067
MEM 634.328125 1739142624.7077
MEM 634.328125 1739142624.8094
MEM 634.296875 1739142624.9146
MEM 634.296875 1739142625.0196
MEM 634.296875 1739142625.1247
MEM 634.296875 1739142625.2299
MEM 634.296875 1739142625.3324
MEM 634.328125 1739142625.4341
MEM 634.531250 1739142625.5380
MEM 634.562500 1739142625.6432
MEM 634.562500 1739142625.7467
MEM 634.578125 1739142625.8518
MEM 634.578125 1739142625.9524
MEM 634.609375 1739142626.0576
MEM 634.578125 1739142626.1627
MEM 634.578125 1739142626.2679
MEM 634.578125 1739142626.3683
MEM 634.578125 1739142626.4736
MEM 634.609375 1739142626.5787
MEM 634.640625 1739142626.6807
MEM 634.656250 1739142626.7840
MEM 634.687500 1739142626.8892
MEM 634.718750 1739142626.9944
MEM 634.734375 1739142627.0975
MEM 634.734375 1739142627.1991
MEM 634.718750 1739142627.3038
MEM 634.718750 1739142627.4043
MEM 634.687500 1739142627.5062
MEM 634.687500 1739142627.6077
MEM 634.687500 1739142627.7129
MEM 634.687500 1739142627.8175
MEM 634.718750 1739142627.9227
MEM 634.781250 1739142628.0229
MEM 634.843750 1739142628.1280
MEM 634.843750 1739142628.2332
MEM 634.875000 1739142628.3384
MEM 634.890625 1739142628.4435
MEM 634.859375 1739142628.5486
MEM 634.921875 1739142628.6510
MEM 634.921875 1739142628.7562
MEM 634.890625 1739142628.8614
MEM 634.890625 1739142628.9651
MEM 634.890625 1739142629.0703
MEM 634.890625 1739142629.1755
MEM 634.937500 1739142629.2806
MEM 635.015625 1739142629.3857
MEM 635.046875 1739142629.4909
MEM 635.078125 1739142629.5960
MEM 635.078125 1739142629.6987
MEM 635.078125 1739142629.8038
MEM 635.062500 1739142629.9089
MEM 635.062500 1739142630.0133
MEM 635.031250 1739142630.1184
MEM 635.031250 1739142630.2236
MEM 635.031250 1739142630.3287
MEM 635.031250 1739142630.4317
MEM 635.031250 1739142630.5368
MEM 635.062500 1739142630.6419
MEM 635.250000 1739142630.7450
MEM 635.250000 1739142630.8478
MEM 635.281250 1739142630.9530
MEM 635.281250 1739142631.0582
MEM 635.250000 1739142631.1632
MEM 635.281250 1739142631.2683
MEM 635.250000 1739142631.3735
MEM 635.250000 1739142631.4786
MEM 635.250000 1739142631.5838
MEM 635.250000 1739142631.6890
MEM 635.250000 1739142631.7942
MEM 635.343750 1739142631.8971
MEM 635.406250 1739142632.0022
MEM 635.453125 1739142632.1073
MEM 635.484375 1739142632.2125
MEM 635.484375 1739142632.3150
MEM 635.484375 1739142632.4201
MEM 635.453125 1739142632.5252
MEM 635.484375 1739142632.6303
MEM 635.453125 1739142632.7355
MEM 635.453125 1739142632.8407
MEM 635.453125 1739142632.9458
MEM 635.453125 1739142633.0510
MEM 635.515625 1739142633.1561
MEM 635.687500 1739142633.2613
MEM 635.906250 1739142633.3664
MEM 635.906250 1739142633.4716
MEM 635.937500 1739142633.5723
MEM 635.937500 1739142633.6775
MEM 635.906250 1739142633.7826
MEM 635.968750 1739142633.8873
MEM 635.937500 1739142633.9914
MEM 635.937500 1739142634.0966
MEM 635.937500 1739142634.2017
MEM 635.937500 1739142634.3069
MEM 635.937500 1739142634.4121
MEM 636.000000 1739142634.5172
MEM 636.203125 1739142634.6223
MEM 636.250000 1739142634.7274
MEM 636.281250 1739142634.8326
MEM 636.281250 1739142634.9377
MEM 636.312500 1739142635.0404
MEM 636.312500 1739142635.1456
MEM 636.328125 1739142635.2486
MEM 636.296875 1739142635.3538
MEM 636.296875 1739142635.4589
MEM 636.296875 1739142635.5641
MEM 636.296875 1739142635.6693
MEM 636.328125 1739142635.7744
MEM 636.390625 1739142635.8796
MEM 636.468750 1739142635.9799
MEM 636.468750 1739142636.0851
MEM 636.500000 1739142636.1903
MEM 636.515625 1739142636.2954
MEM 636.484375 1739142636.3996
MEM 636.562500 1739142636.5043
MEM 636.562500 1739142636.6095
MEM 636.531250 1739142636.7146
MEM 636.531250 1739142636.8198
MEM 636.531250 1739142636.9250
MEM 636.531250 1739142637.0301
MEM 636.609375 1739142637.1353
MEM 636.875000 1739142637.2404
MEM 636.921875 1739142637.3455
MEM 636.953125 1739142637.4507
MEM 636.953125 1739142637.5520
MEM 636.968750 1739142637.6571
MEM 636.968750 1739142637.7618
MEM 636.984375 1739142637.8669
MEM 636.953125 1739142637.9720
MEM 636.953125 1739142638.0751
MEM 636.953125 1739142638.1803
MEM 636.953125 1739142638.2855
MEM 637.000000 1739142638.3906
MEM 637.125000 1739142638.4957
MEM 637.265625 1739142638.6009
MEM 637.265625 1739142638.7060
MEM 637.296875 1739142638.8112
MEM 637.328125 1739142638.9163
MEM 637.296875 1739142639.0214
MEM 637.343750 1739142639.1248
MEM 637.343750 1739142639.2300
MEM 637.312500 1739142639.3351
MEM 637.312500 1739142639.4381
MEM 637.312500 1739142639.5433
MEM 637.312500 1739142639.6484
MEM 637.375000 1739142639.7531
MEM 637.421875 1739142639.8582
MEM 637.468750 1739142639.9633
MEM 637.500000 1739142640.0651
MEM 637.500000 1739142640.1703
MEM 637.531250 1739142640.2754
MEM 637.531250 1739142640.3805
MEM 637.546875 1739142640.4856
MEM 637.515625 1739142640.5908
MEM 637.515625 1739142640.6959
MEM 637.515625 1739142640.8011
MEM 637.515625 1739142640.9062
MEM 637.546875 1739142641.0082
MEM 637.578125 1739142641.1084
MEM 637.640625 1739142641.2136
MEM 637.671875 1739142641.3148
MEM 637.703125 1739142641.4179
MEM 637.718750 1739142641.5230
MEM 637.687500 1739142641.6281
MEM 637.703125 1739142641.7333
MEM 637.703125 1739142641.8384
MEM 637.703125 1739142641.9436
MEM 637.703125 1739142642.0440
MEM 637.703125 1739142642.1492
MEM 637.703125 1739142642.2544
MEM 637.734375 1739142642.3595
MEM 637.921875 1739142642.4647
MEM 637.984375 1739142642.5698
MEM 638.015625 1739142642.6750
MEM 638.015625 1739142642.7801
MEM 638.015625 1739142642.8853
MEM 637.984375 1739142642.9904
MEM 637.953125 1739142643.0941
MEM 638.000000 1739142643.1993
MEM 638.000000 1739142643.3038
MEM 638.000000 1739142643.4090
MEM 638.000000 1739142643.5141
MEM 638.000000 1739142643.6193
MEM 638.000000 1739142643.7245
MEM 638.000000 1739142643.8296
MEM 638.000000 1739142643.9348
MEM 638.000000 1739142644.0400
MEM 638.000000 1739142644.1435
MEM 637.968750 1739142644.2487
MEM 637.968750 1739142644.3538
MEM 637.968750 1739142644.4571
MEM 637.937500 1739142644.5622
MEM 637.937500 1739142644.6674
MEM 637.937500 1739142644.7725
MEM 637.937500 1739142644.8775
MEM 637.937500 1739142644.9826
MEM 637.937500 1739142645.0838
MEM 637.937500 1739142645.1889
MEM 637.937500 1739142645.2941
MEM 637.937500 1739142645.3992
MEM 637.937500 1739142645.5044
MEM 637.937500 1739142645.6070
MEM 637.906250 1739142645.7122
MEM 637.875000 1739142645.8173
MEM 637.890625 1739142645.9225
MEM 637.890625 1739142646.0237
MEM 637.890625 1739142646.1289
MEM 637.890625 1739142646.2341
MEM 637.890625 1739142646.3370
MEM 637.890625 1739142646.4422
MEM 637.906250 1739142646.5474
MEM 637.906250 1739142646.6526
MEM 637.906250 1739142646.7577
MEM 637.906250 1739142646.8629
MEM 637.906250 1739142646.9637
MEM 637.906250 1739142647.0681
MEM 637.906250 1739142647.1732
MEM 637.921875 1739142647.2784
MEM 637.921875 1739142647.3836
MEM 637.921875 1739142647.4887
MEM 637.921875 1739142647.5939
MEM 637.921875 1739142647.6990
MEM 637.921875 1739142647.8043
MEM 637.921875 1739142647.9095
MEM 637.921875 1739142648.0133
MEM 637.921875 1739142648.1155
MEM 637.921875 1739142648.2206
MEM 637.921875 1739142648.3257
MEM 637.921875 1739142648.4309
MEM 638.031250 1739142648.5361
MEM 638.031250 1739142648.6413
MEM 638.031250 1739142648.7464
MEM 638.031250 1739142648.8472
MEM 638.031250 1739142648.9524
MEM 638.062500 1739142649.0575
MEM 638.156250 1739142649.1626
MEM 638.171875 1739142649.2677
MEM 638.171875 1739142649.3729
MEM 638.171875 1739142649.4780
MEM 638.171875 1739142649.5799
MEM 638.234375 1739142649.6851
MEM 638.265625 1739142649.7859
MEM 638.265625 1739142649.8910
MEM 638.265625 1739142649.9962
MEM 638.265625 1739142650.1013
MEM 638.390625 1739142650.2065
MEM 638.406250 1739142650.3116
MEM 638.406250 1739142650.4168
MEM 638.406250 1739142650.5219
MEM 638.406250 1739142650.6271
MEM 638.406250 1739142650.7322
MEM 638.421875 1739142650.8373
MEM 638.421875 1739142650.9425
MEM 638.421875 1739142651.0476
MEM 638.437500 1739142651.1527
MEM 638.453125 1739142651.2578
MEM 638.468750 1739142651.3630
MEM 638.468750 1739142651.4682
MEM 638.468750 1739142651.5734
MEM 638.468750 1739142651.6756
MEM 638.546875 1739142651.7807
MEM 638.593750 1739142651.8858
MEM 638.593750 1739142651.9909
MEM 638.593750 1739142652.0960
MEM 638.593750 1739142652.1971
MEM 638.625000 1739142652.3022
MEM 638.625000 1739142652.4074
MEM 638.625000 1739142652.5125
MEM 638.625000 1739142652.6177
MEM 638.625000 1739142652.7228
MEM 638.671875 1739142652.8280
MEM 638.703125 1739142652.9331
MEM 638.703125 1739142653.0360
MEM 638.703125 1739142653.1409
MEM 638.765625 1739142653.2461
MEM 638.828125 1739142653.3470
MEM 638.843750 1739142653.4522
MEM 638.843750 1739142653.5574
MEM 638.843750 1739142653.6626
MEM 638.843750 1739142653.7677
MEM 638.859375 1739142653.8729
MEM 638.859375 1739142653.9780
MEM 638.859375 1739142654.0796
MEM 638.859375 1739142654.1848
MEM 638.875000 1739142654.2899
MEM 638.906250 1739142654.3950
MEM 638.906250 1739142654.5002
MEM 638.906250 1739142654.6053
MEM 638.906250 1739142654.7105
MEM 638.906250 1739142654.8156
MEM 638.953125 1739142654.9208
MEM 638.984375 1739142655.0260
MEM 638.984375 1739142655.1280
MEM 638.984375 1739142655.2332
MEM 639.031250 1739142655.3383
MEM 639.078125 1739142655.4434
MEM 639.109375 1739142655.5486
MEM 639.109375 1739142655.6537
MEM 639.109375 1739142655.7589
MEM 639.109375 1739142655.8640
MEM 639.171875 1739142655.9643
MEM 639.218750 1739142656.0645
MEM 639.218750 1739142656.1696
MEM 639.218750 1739142656.2748
MEM 639.265625 1739142656.3799
MEM 639.359375 1739142656.4850
MEM 639.375000 1739142656.5902
MEM 639.375000 1739142656.6941
MEM 639.375000 1739142656.7993
MEM 639.375000 1739142656.9044
MEM 639.437500 1739142657.0096
MEM 639.453125 1739142657.1147
MEM 639.453125 1739142657.2197
MEM 639.453125 1739142657.3249
MEM 639.484375 1739142657.4266
MEM 639.578125 1739142657.5317
MEM 639.593750 1739142657.6346
MEM 639.593750 1739142657.7398
MEM 639.593750 1739142657.8437
MEM 639.593750 1739142657.9489
MEM 639.625000 1739142658.0540
MEM 639.671875 1739142658.1592
MEM 639.671875 1739142658.2644
MEM 639.671875 1739142658.3696
MEM 639.671875 1739142658.4747
MEM 639.843750 1739142658.5756
MEM 643.640625 1739142658.6808
MEM 643.640625 1739142658.7860
MEM 643.640625 1739142658.8911
MEM 643.640625 1739142658.9963
MEM 643.703125 1739142659.1015
MEM 643.718750 1739142659.2050
MEM 643.718750 1739142659.3102
MEM 643.718750 1739142659.4143
MEM 643.718750 1739142659.5195
MEM 643.765625 1739142659.6246
MEM 645.890625 1739142659.7297
MEM 645.890625 1739142659.8349
MEM 645.890625 1739142659.9400
MEM 645.890625 1739142660.0452
MEM 645.906250 1739142660.1503
MEM 645.906250 1739142660.2555
MEM 645.906250 1739142660.3607
MEM 645.906250 1739142660.4647
MEM 645.937500 1739142660.5698
MEM 646.031250 1739142660.6749
MEM 646.046875 1739142660.7801
MEM 646.046875 1739142660.8853
MEM 646.046875 1739142660.9905
MEM 646.046875 1739142661.0956
MEM 646.078125 1739142661.2008
MEM 646.078125 1739142661.3059
MEM 646.078125 1739142661.4111
MEM 646.078125 1739142661.5162
MEM 646.109375 1739142661.6214
MEM 646.187500 1739142661.7229
MEM 646.203125 1739142661.8280
MEM 646.203125 1739142661.9332
MEM 646.203125 1739142662.0356
MEM 646.203125 1739142662.1408
MEM 646.218750 1739142662.2459
MEM 646.234375 1739142662.3510
MEM 646.234375 1739142662.4560
MEM 646.234375 1739142662.5612
MEM 646.328125 1739142662.6663
MEM 646.359375 1739142662.7714
MEM 646.390625 1739142662.8766
MEM 646.390625 1739142662.9806
MEM 646.390625 1739142663.0857
MEM 646.390625 1739142663.1908
MEM 646.453125 1739142663.2959
MEM 646.484375 1739142663.4011
MEM 646.484375 1739142663.5063
MEM 646.484375 1739142663.6072
MEM 646.484375 1739142663.7123
MEM 646.515625 1739142663.8175
MEM 646.515625 1739142663.9226
MEM 646.515625 1739142664.0278
MEM 646.515625 1739142664.1329
MEM 646.515625 1739142664.2338
MEM 646.531250 1739142664.3390
MEM 646.531250 1739142664.4441
MEM 646.531250 1739142664.5492
MEM 646.531250 1739142664.6544
MEM 646.593750 1739142664.7595
MEM 646.640625 1739142664.8604
MEM 646.765625 1739142664.9645
MEM 646.765625 1739142665.0697
MEM 646.765625 1739142665.1748
MEM 646.765625 1739142665.2800
MEM 646.828125 1739142665.3851
MEM 646.859375 1739142665.4902
MEM 646.859375 1739142665.5954
MEM 646.859375 1739142665.7005
MEM 646.921875 1739142665.8057
MEM 647.000000 1739142665.9108
MEM 647.000000 1739142666.0159
MEM 647.000000 1739142666.1206
MEM 647.000000 1739142666.2258
MEM 647.000000 1739142666.3309
MEM 647.062500 1739142666.4360
MEM 647.093750 1739142666.5412
MEM 647.093750 1739142666.6443
MEM 647.093750 1739142666.7494
MEM 647.125000 1739142666.8546
MEM 647.203125 1739142666.9597
MEM 647.203125 1739142667.0648
MEM 647.203125 1739142667.1700
MEM 647.203125 1739142667.2752
MEM 647.203125 1739142667.3803
MEM 647.296875 1739142667.4855
MEM 647.296875 1739142667.5907
MEM 647.296875 1739142667.6958
MEM 647.296875 1739142667.8010
MEM 647.328125 1739142667.9062
MEM 647.343750 1739142668.0113
MEM 647.343750 1739142668.1164
MEM 647.343750 1739142668.2216
MEM 647.359375 1739142668.3267
MEM 647.359375 1739142668.4318
MEM 647.406250 1739142668.5360
MEM 647.437500 1739142668.6380
MEM 647.437500 1739142668.7432
