2.208, 1.0102e+00
2.204, 1.0046e+00
2.200, 9.9925e-01
2.196, 9.9411e-01
2.192, 9.8921e-01
2.188, 9.8454e-01
2.185, 9.8012e-01
2.181, 9.7593e-01
2.177, 9.7198e-01
2.173, 9.6828e-01
2.169, 9.6480e-01
2.165, 9.6157e-01
2.161, 9.5858e-01
2.157, 9.5582e-01
2.153, 9.5331e-01
2.149, 9.5103e-01
2.146, 9.4899e-01
2.142, 9.4719e-01
2.138, 9.4562e-01
2.134, 9.4430e-01
2.130, 9.4321e-01
2.126, 9.4236e-01
2.122, 9.4176e-01
2.118, 9.4139e-01
2.114, 9.4125e-01
2.110, 9.4232e-01
2.106, 9.4344e-01
2.103, 9.4528e-01
2.099, 9.4755e-01
2.095, 9.4956e-01
2.091, 9.5111e-01
2.087, 9.5261e-01
2.083, 9.5426e-01
2.079, 9.5594e-01
2.075, 9.5424e-01
2.071, 9.4714e-01
2.067, 9.4176e-01
2.063, 9.3813e-01
2.060, 9.3605e-01
2.056, 9.3565e-01
2.052, 9.3644e-01
2.048, 9.3873e-01
2.044, 9.4316e-01
2.040, 9.4952e-01
2.036, 9.5767e-01
2.032, 9.6743e-01
2.028, 9.7863e-01
2.024, 9.9110e-01
2.021, 1.0047e+00
2.017, 1.0193e+00
2.013, 1.0346e+00
2.009, 1.0506e+00
2.005, 1.0672e+00
2.001, 1.0840e+00
1.997, 1.1011e+00
1.993, 1.1196e+00
1.989, 1.1382e+00
1.985, 1.1573e+00
1.981, 1.1763e+00
1.978, 1.1949e+00
1.974, 1.2129e+00
1.970, 1.2327e+00
1.966, 1.2538e+00
1.962, 1.2748e+00
1.958, 1.2955e+00
1.954, 1.3158e+00
1.950, 1.3355e+00
1.946, 1.3546e+00
1.942, 1.3729e+00
1.938, 1.3904e+00
1.935, 1.4068e+00
1.931, 1.4215e+00
1.927, 1.4341e+00
1.923, 1.4450e+00
1.919, 1.4541e+00
1.915, 1.4613e+00
1.911, 1.4664e+00
1.907, 1.4692e+00
1.903, 1.4699e+00
1.899, 1.4683e+00
1.896, 1.4646e+00
1.892, 1.4587e+00
1.888, 1.4505e+00
1.884, 1.4398e+00
1.880, 1.4309e+00
1.876, 1.4277e+00
1.872, 1.4245e+00
1.868, 1.4211e+00
1.864, 1.4180e+00
1.860, 1.4150e+00
1.856, 1.4128e+00
1.853, 1.4112e+00
1.849, 1.4096e+00
1.845, 1.4080e+00
1.841, 1.4064e+00
1.837, 1.4049e+00
1.833, 1.4033e+00
1.829, 1.4018e+00
1.825, 1.4002e+00
1.821, 1.3987e+00
1.817, 1.3972e+00
1.813, 1.3958e+00
1.810, 1.3943e+00
1.806, 1.3928e+00
1.802, 1.3914e+00
1.798, 1.3899e+00
1.794, 1.3885e+00
1.790, 1.3870e+00
1.786, 1.3856e+00
1.782, 1.3842e+00
1.778, 1.3828e+00
1.774, 1.3814e+00
1.771, 1.3800e+00
1.767, 1.3787e+00
1.763, 1.3773e+00
1.759, 1.3760e+00
1.755, 1.3747e+00
1.751, 1.3733e+00
1.747, 1.3720e+00
1.743, 1.3707e+00
1.739, 1.3693e+00
1.735, 1.3680e+00
1.731, 1.3667e+00
1.728, 1.3655e+00
1.724, 1.3642e+00
1.720, 1.3630e+00
